fips;	county
039139;	Richland County, OH
039141;	Ross County, OH
039143;	Sandusky County, OH
039145;	Scioto County, OH
039147;	Seneca County, OH
039149;	Shelby County, OH
039151;	Stark County, OH
039153;	Summit County, OH
039155;	Trumbull County, OH
039157;	Tuscarawas County, OH
039159;	Union County, OH
039161;	Van Wert County, OH
039163;	Vinton County, OH
039165;	Warren County, OH
039167;	Washington County, OH
039169;	Wayne County, OH
039171;	Williams County, OH
039173;	Wood County, OH
039175;	Wyandot County, OH
040001;	Adair County, OK
040003;	Alfalfa County, OK
040005;	Atoka County, OK
040007;	Beaver County, OK
040009;	Beckham County, OK
040011;	Blaine County, OK
040013;	Bryan County, OK
040015;	Caddo County, OK
040017;	Canadian County, OK
040019;	Carter County, OK
040021;	Cherokee County, OK
040023;	Choctaw County, OK
040025;	Cimarron County, OK
040027;	Cleveland County, OK
040029;	Coal County, OK
040031;	Comanche County, OK
040033;	Cotton County, OK
040035;	Craig County, OK
040037;	Creek County, OK
040039;	Custer County, OK
040041;	Delaware County, OK
040043;	Dewey County, OK
040045;	Ellis County, OK
040047;	Garfield County, OK
040049;	Garvin County, OK
040051;	Grady County, OK
040053;	Grant County, OK
040055;	Greer County, OK
040057;	Harmon County, OK
040059;	Harper County, OK
040061;	Haskell County, OK
040063;	Hughes County, OK
040065;	Jackson County, OK
040067;	Jefferson County, OK
040069;	Johnston County, OK
040071;	Kay County, OK
040073;	Kingfisher County, OK
040075;	Kiowa County, OK
040077;	Latimer County, OK
040079;	Le Flore County, OK
040081;	Lincoln County, OK
040083;	Logan County, OK
040085;	Love County, OK
040087;	McClain County, OK
040089;	McCurtain County, OK
040091;	McIntosh County, OK
040093;	Major County, OK
040095;	Marshall County, OK
040097;	Mayes County, OK
040099;	Murray County, OK
040101;	Muskogee County, OK
040103;	Noble County, OK
040105;	Nowata County, OK
040107;	Okfuskee County, OK
040109;	Oklahoma County, OK
040111;	Okmulgee County, OK
040113;	Osage County, OK
040115;	Ottawa County, OK
040117;	Pawnee County, OK
040119;	Payne County, OK
040121;	Pittsburg County, OK
040123;	Pontotoc County, OK
040125;	Pottawatomie County, OK
040127;	Pushmataha County, OK
040129;	Roger Mills County, OK
040131;	Rogers County, OK
040133;	Seminole County, OK
040135;	Sequoyah County, OK
040137;	Stephens County, OK
040139;	Texas County, OK
040141;	Tillman County, OK
040143;	Tulsa County, OK
040145;	Wagoner County, OK
040147;	Washington County, OK
040149;	Washita County, OK
040151;	Woods County, OK
040153;	Woodward County, OK
041001;	Baker County, OR
041003;	Benton County, OR
041005;	Clackamas County, OR
041007;	Clatsop County, OR
041009;	Columbia County, OR
041011;	Coos County, OR
041013;	Crook County, OR
041015;	Curry County, OR
041017;	Deschutes County, OR
041019;	Douglas County, OR
041021;	Gilliam County, OR
041023;	Grant County, OR
041025;	Harney County, OR
041027;	Hood River County, OR
041029;	Jackson County, OR
041031;	Jefferson County, OR
041033;	Josephine County, OR
041035;	Klamath County, OR
041037;	Lake County, OR
041039;	Lane County, OR
041041;	Lincoln County, OR
041043;	Linn County, OR
041045;	Malheur County, OR
041047;	Marion County, OR
041049;	Morrow County, OR
041051;	Multnomah County, OR
041053;	Polk County, OR
041055;	Sherman County, OR
041057;	Tillamook County, OR
041059;	Umatilla County, OR
041061;	Union County, OR
041063;	Wallowa County, OR
041065;	Wasco County, OR
041067;	Washington County, OR
041069;	Wheeler County, OR
041071;	Yamhill County, OR
042001;	Adams County, PA
042003;	Allegheny County, PA
042005;	Armstrong County, PA
042007;	Beaver County, PA
042009;	Bedford County, PA
042011;	Berks County, PA
042013;	Blair County, PA
042015;	Bradford County, PA
042017;	Bucks County, PA
042019;	Butler County, PA
042021;	Cambria County, PA
042023;	Cameron County, PA
042025;	Carbon County, PA
042027;	Centre County, PA
042029;	Chester County, PA
042031;	Clarion County, PA
042033;	Clearfield County, PA
042035;	Clinton County, PA
042037;	Columbia County, PA
042039;	Crawford County, PA
042041;	Cumberland County, PA
042043;	Dauphin County, PA
042045;	Delaware County, PA
042047;	Elk County, PA
042049;	Erie County, PA
042051;	Fayette County, PA
042053;	Forest County, PA
042055;	Franklin County, PA
042057;	Fulton County, PA
042059;	Greene County, PA
042061;	Huntingdon County, PA
042063;	Indiana County, PA
042065;	Jefferson County, PA
042067;	Juniata County, PA
042069;	Lackawanna County, PA
042071;	Lancaster County, PA
042073;	Lawrence County, PA
042075;	Lebanon County, PA
042077;	Lehigh County, PA
042079;	Luzerne County, PA
042081;	Lycoming County, PA
042083;	McKean County, PA
042085;	Mercer County, PA
042087;	Mifflin County, PA
042089;	Monroe County, PA
042091;	Montgomery County, PA
042093;	Montour County, PA
042095;	Northampton County, PA
042097;	Northumberland County, PA
042099;	Perry County, PA
042101;	Philadelphia County, PA
042103;	Pike County, PA
042105;	Potter County, PA
042107;	Schuylkill County, PA
042109;	Snyder County, PA
042111;	Somerset County, PA
042113;	Sullivan County, PA
042115;	Susquehanna County, PA
042117;	Tioga County, PA
042119;	Union County, PA
042121;	Venango County, PA
042123;	Warren County, PA
042125;	Washington County, PA
042127;	Wayne County, PA
042129;	Westmoreland County, PA
042131;	Wyoming County, PA
042133;	York County, PA
044001;	Bristol County, RI
044003;	Kent County, RI
044005;	Newport County, RI
044007;	Providence County, RI
044009;	Washington County, RI
045001;	Abbeville County, SC
045003;	Aiken County, SC
045005;	Allendale County, SC
045007;	Anderson County, SC
045009;	Bamberg County, SC
045011;	Barnwell County, SC
045013;	Beaufort County, SC
045015;	Berkeley County, SC
045017;	Calhoun County, SC
045019;	Charleston County, SC
045021;	Cherokee County, SC
045023;	Chester County, SC
045025;	Chesterfield County, SC
045027;	Clarendon County, SC
045029;	Colleton County, SC
045031;	Darlington County, SC
045033;	Dillon County, SC
045035;	Dorchester County, SC
045037;	Edgefield County, SC
045039;	Fairfield County, SC
045041;	Florence County, SC
045043;	Georgetown County, SC
045045;	Greenville County, SC
045047;	Greenwood County, SC
045049;	Hampton County, SC
045051;	Horry County, SC
045053;	Jasper County, SC
045055;	Kershaw County, SC
045057;	Lancaster County, SC
045059;	Laurens County, SC
045061;	Lee County, SC
045063;	Lexington County, SC
045065;	McCormick County, SC
045067;	Marion County, SC
045069;	Marlboro County, SC
045071;	Newberry County, SC
045073;	Oconee County, SC
045075;	Orangeburg County, SC
045077;	Pickens County, SC
045079;	Richland County, SC
045081;	Saluda County, SC
045083;	Spartanburg County, SC
045085;	Sumter County, SC
045087;	Union County, SC
045089;	Williamsburg County, SC
045091;	York County, SC
046003;	Aurora County, SD
046005;	Beadle County, SD
046007;	Bennett County, SD
046009;	Bon Homme County, SD
046011;	Brookings County, SD
046013;	Brown County, SD
046015;	Brule County, SD
046017;	Buffalo County, SD
046019;	Butte County, SD
046021;	Campbell County, SD
046023;	Charles Mix County, SD
046025;	Clark County, SD
046027;	Clay County, SD
046029;	Codington County, SD
046031;	Corson County, SD
046033;	Custer County, SD
046035;	Davison County, SD
046037;	Day County, SD
046039;	Deuel County, SD
046041;	Dewey County, SD
046043;	Douglas County, SD
046045;	Edmunds County, SD
046047;	Fall River County, SD
046049;	Faulk County, SD
046051;	Grant County, SD
046053;	Gregory County, SD
046055;	Haakon County, SD
046057;	Hamlin County, SD
046059;	Hand County, SD
046061;	Hanson County, SD
046063;	Harding County, SD
046065;	Hughes County, SD
046067;	Hutchinson County, SD
046069;	Hyde County, SD
046071;	Jackson County, SD
046073;	Jerauld County, SD
046075;	Jones County, SD
046077;	Kingsbury County, SD
046079;	Lake County, SD
046081;	Lawrence County, SD
046083;	Lincoln County, SD
046085;	Lyman County, SD
046087;	McCook County, SD
046089;	McPherson County, SD
046091;	Marshall County, SD
046093;	Meade County, SD
046095;	Mellette County, SD
046097;	Miner County, SD
046099;	Minnehaha County, SD
046101;	Moody County, SD
046102; Oglala Lakota County, SD
046103;	Pennington County, SD
046105;	Perkins County, SD
046107;	Potter County, SD
046109;	Roberts County, SD
046111;	Sanborn County, SD
046113;	Shannon County, SD
046115;	Spink County, SD
046117;	Stanley County, SD
046119;	Sully County, SD
046121;	Todd County, SD
046123;	Tripp County, SD
046125;	Turner County, SD
046127;	Union County, SD
046129;	Walworth County, SD
046135;	Yankton County, SD
046137;	Ziebach County, SD
047001;	Anderson County, TN
047003;	Bedford County, TN
047005;	Benton County, TN
047007;	Bledsoe County, TN
047009;	Blount County, TN
047011;	Bradley County, TN
047013;	Campbell County, TN
047015;	Cannon County, TN
047017;	Carroll County, TN
047019;	Carter County, TN
047021;	Cheatham County, TN
047023;	Chester County, TN
047025;	Claiborne County, TN
047027;	Clay County, TN
047029;	Cocke County, TN
047031;	Coffee County, TN
047033;	Crockett County, TN
047035;	Cumberland County, TN
047037;	Davidson County, TN
047039;	Decatur County, TN
047041;	DeKalb County, TN
047043;	Dickson County, TN
047045;	Dyer County, TN
047047;	Fayette County, TN
047049;	Fentress County, TN
047051;	Franklin County, TN
047053;	Gibson County, TN
047055;	Giles County, TN
047057;	Grainger County, TN
047059;	Greene County, TN
047061;	Grundy County, TN
047063;	Hamblen County, TN
047065;	Hamilton County, TN
047067;	Hancock County, TN
047069;	Hardeman County, TN
047071;	Hardin County, TN
047073;	Hawkins County, TN
047075;	Haywood County, TN
047077;	Henderson County, TN
047079;	Henry County, TN
047081;	Hickman County, TN
047083;	Houston County, TN
047085;	Humphreys County, TN
047087;	Jackson County, TN
047089;	Jefferson County, TN
047091;	Johnson County, TN
047093;	Knox County, TN
047095;	Lake County, TN
047097;	Lauderdale County, TN
047099;	Lawrence County, TN
047101;	Lewis County, TN
047103;	Lincoln County, TN
047105;	Loudon County, TN
047107;	McMinn County, TN
047109;	McNairy County, TN
047111;	Macon County, TN
047113;	Madison County, TN
047115;	Marion County, TN
047117;	Marshall County, TN
047119;	Maury County, TN
047121;	Meigs County, TN
047123;	Monroe County, TN
047125;	Montgomery County, TN
047127;	Moore County, TN
047129;	Morgan County, TN
047131;	Obion County, TN
047133;	Overton County, TN
047135;	Perry County, TN
047137;	Pickett County, TN
047139;	Polk County, TN
047141;	Putnam County, TN
047143;	Rhea County, TN
047145;	Roane County, TN
047147;	Robertson County, TN
047149;	Rutherford County, TN
047151;	Scott County, TN
047153;	Sequatchie County, TN
047155;	Sevier County, TN
047157;	Shelby County, TN
047159;	Smith County, TN
047161;	Stewart County, TN
047163;	Sullivan County, TN
047165;	Sumner County, TN
047167;	Tipton County, TN
047169;	Trousdale County, TN
047171;	Unicoi County, TN
047173;	Union County, TN
047175;	Van Buren County, TN
047177;	Warren County, TN
047179;	Washington County, TN
047181;	Wayne County, TN
047183;	Weakley County, TN
047185;	White County, TN
047187;	Williamson County, TN
047189;	Wilson County, TN
048001;	Anderson County, TX
048003;	Andrews County, TX
048005;	Angelina County, TX
048007;	Aransas County, TX
048009;	Archer County, TX
048011;	Armstrong County, TX
048013;	Atascosa County, TX
048015;	Austin County, TX
048017;	Bailey County, TX
048019;	Bandera County, TX
048021;	Bastrop County, TX
048023;	Baylor County, TX
048025;	Bee County, TX
048027;	Bell County, TX
048029;	Bexar County, TX
048031;	Blanco County, TX
048033;	Borden County, TX
048035;	Bosque County, TX
048037;	Bowie County, TX
048039;	Brazoria County, TX
048041;	Brazos County, TX
048043;	Brewster County, TX
048045;	Briscoe County, TX
048047;	Brooks County, TX
048049;	Brown County, TX
048051;	Burleson County, TX
048053;	Burnet County, TX
048055;	Caldwell County, TX
048057;	Calhoun County, TX
048059;	Callahan County, TX
048061;	Cameron County, TX
048063;	Camp County, TX
048065;	Carson County, TX
048067;	Cass County, TX
048069;	Castro County, TX
048071;	Chambers County, TX
048073;	Cherokee County, TX
048075;	Childress County, TX
048077;	Clay County, TX
048079;	Cochran County, TX
048081;	Coke County, TX
048083;	Coleman County, TX
048085;	Collin County, TX
048087;	Collingsworth County, TX
048089;	Colorado County, TX
048091;	Comal County, TX
048093;	Comanche County, TX
048095;	Concho County, TX
048097;	Cooke County, TX
048099;	Coryell County, TX
048101;	Cottle County, TX
048103;	Crane County, TX
048105;	Crockett County, TX
048107;	Crosby County, TX
048109;	Culberson County, TX
048111;	Dallam County, TX
048113;	Dallas County, TX
048115;	Dawson County, TX
048117;	Deaf Smith County, TX
048119;	Delta County, TX
048121;	Denton County, TX
048123;	DeWitt County, TX
048125;	Dickens County, TX
048127;	Dimmit County, TX
048129;	Donley County, TX
048131;	Duval County, TX
048133;	Eastland County, TX
048135;	Ector County, TX
048137;	Edwards County, TX
048139;	Ellis County, TX
048141;	El Paso County, TX
048143;	Erath County, TX
048145;	Falls County, TX
048147;	Fannin County, TX
048149;	Fayette County, TX
048151;	Fisher County, TX
048153;	Floyd County, TX
048155;	Foard County, TX
048157;	Fort Bend County, TX
048159;	Franklin County, TX
048161;	Freestone County, TX
048163;	Frio County, TX
048165;	Gaines County, TX
048167;	Galveston County, TX
048169;	Garza County, TX
048171;	Gillespie County, TX
048173;	Glasscock County, TX
048175;	Goliad County, TX
048177;	Gonzales County, TX
048179;	Gray County, TX
048181;	Grayson County, TX
048183;	Gregg County, TX
048185;	Grimes County, TX
048187;	Guadalupe County, TX
048189;	Hale County, TX
048191;	Hall County, TX
048193;	Hamilton County, TX
048195;	Hansford County, TX
048197;	Hardeman County, TX
048199;	Hardin County, TX
048201;	Harris County, TX
048203;	Harrison County, TX
048205;	Hartley County, TX
048207;	Haskell County, TX
048209;	Hays County, TX
048211;	Hemphill County, TX
048213;	Henderson County, TX
048215;	Hidalgo County, TX
048217;	Hill County, TX
048219;	Hockley County, TX
048221;	Hood County, TX
048223;	Hopkins County, TX
048225;	Houston County, TX
048227;	Howard County, TX
048229;	Hudspeth County, TX
048231;	Hunt County, TX
048233;	Hutchinson County, TX
048235;	Irion County, TX
048237;	Jack County, TX
048239;	Jackson County, TX
048241;	Jasper County, TX
048243;	Jeff Davis County, TX
048245;	Jefferson County, TX
048247;	Jim Hogg County, TX
048249;	Jim Wells County, TX
048251;	Johnson County, TX
048253;	Jones County, TX
048255;	Karnes County, TX
048257;	Kaufman County, TX
048259;	Kendall County, TX
048261;	Kenedy County, TX
048263;	Kent County, TX
048265;	Kerr County, TX
048267;	Kimble County, TX
048269;	King County, TX
048271;	Kinney County, TX
048273;	Kleberg County, TX
048275;	Knox County, TX
048277;	Lamar County, TX
048279;	Lamb County, TX
048281;	Lampasas County, TX
048283;	La Salle County, TX
048285;	Lavaca County, TX
048287;	Lee County, TX
048289;	Leon County, TX
048291;	Liberty County, TX
048293;	Limestone County, TX
048295;	Lipscomb County, TX
048297;	Live Oak County, TX
048299;	Llano County, TX
048301;	Loving County, TX
048303;	Lubbock County, TX
048305;	Lynn County, TX
048307;	McCulloch County, TX
048309;	McLennan County, TX
048311;	McMullen County, TX
048313;	Madison County, TX
048315;	Marion County, TX
048317;	Martin County, TX
048319;	Mason County, TX
048321;	Matagorda County, TX
048323;	Maverick County, TX
048325;	Medina County, TX
048327;	Menard County, TX
048329;	Midland County, TX
048331;	Milam County, TX
048333;	Mills County, TX
048335;	Mitchell County, TX
048337;	Montague County, TX
048339;	Montgomery County, TX
048341;	Moore County, TX
048343;	Morris County, TX
048345;	Motley County, TX
048347;	Nacogdoches County, TX
048349;	Navarro County, TX
048351;	Newton County, TX
048353;	Nolan County, TX
048355;	Nueces County, TX
048357;	Ochiltree County, TX
048359;	Oldham County, TX
048361;	Orange County, TX
048363;	Palo Pinto County, TX
048365;	Panola County, TX
048367;	Parker County, TX
048369;	Parmer County, TX
048371;	Pecos County, TX
048373;	Polk County, TX
048375;	Potter County, TX
048377;	Presidio County, TX
048379;	Rains County, TX
048381;	Randall County, TX
048383;	Reagan County, TX
048385;	Real County, TX
048387;	Red River County, TX
048389;	Reeves County, TX
048391;	Refugio County, TX
048393;	Roberts County, TX
048395;	Robertson County, TX
048397;	Rockwall County, TX
048399;	Runnels County, TX
048401;	Rusk County, TX
048403;	Sabine County, TX
048405;	San Augustine County, TX
048407;	San Jacinto County, TX
048409;	San Patricio County, TX
048411;	San Saba County, TX
048413;	Schleicher County, TX
048415;	Scurry County, TX
048417;	Shackelford County, TX
048419;	Shelby County, TX
048421;	Sherman County, TX
048423;	Smith County, TX
048425;	Somervell County, TX
048427;	Starr County, TX
048429;	Stephens County, TX
048431;	Sterling County, TX
048433;	Stonewall County, TX
048435;	Sutton County, TX
048437;	Swisher County, TX
048439;	Tarrant County, TX
048441;	Taylor County, TX
048443;	Terrell County, TX
048445;	Terry County, TX
048447;	Throckmorton County, TX
048449;	Titus County, TX
048451;	Tom Green County, TX
048453;	Travis County, TX
048455;	Trinity County, TX
048457;	Tyler County, TX
048459;	Upshur County, TX
048461;	Upton County, TX
048463;	Uvalde County, TX
048465;	Val Verde County, TX
048467;	Van Zandt County, TX
048469;	Victoria County, TX
048471;	Walker County, TX
048473;	Waller County, TX
048475;	Ward County, TX
048477;	Washington County, TX
048479;	Webb County, TX
048481;	Wharton County, TX
048483;	Wheeler County, TX
048485;	Wichita County, TX
048487;	Wilbarger County, TX
048489;	Willacy County, TX
048491;	Williamson County, TX
048493;	Wilson County, TX
048495;	Winkler County, TX
048497;	Wise County, TX
048499;	Wood County, TX
048501;	Yoakum County, TX
048503;	Young County, TX
048505;	Zapata County, TX
048507;	Zavala County, TX
049001;	Beaver County, UT
049003;	Box Elder County, UT
049005;	Cache County, UT
049007;	Carbon County, UT
049009;	Daggett County, UT
049011;	Davis County, UT
049013;	Duchesne County, UT
049015;	Emery County, UT
049017;	Garfield County, UT
049019;	Grand County, UT
049021;	Iron County, UT
049023;	Juab County, UT
049025;	Kane County, UT
049027;	Millard County, UT
049029;	Morgan County, UT
049031;	Piute County, UT
049033;	Rich County, UT
049035;	Salt Lake County, UT
049037;	San Juan County, UT
049039;	Sanpete County, UT
049041;	Sevier County, UT
049043;	Summit County, UT
049045;	Tooele County, UT
049047;	Uintah County, UT
049049;	Utah County, UT
049051;	Wasatch County, UT
049053;	Washington County, UT
049055;	Wayne County, UT
049057;	Weber County, UT
050001;	Addison County, VT
050003;	Bennington County, VT
050005;	Caledonia County, VT
050007;	Chittenden County, VT
050009;	Essex County, VT
050011;	Franklin County, VT
050013;	Grand Isle County, VT
050015;	Lamoille County, VT
050017;	Orange County, VT
050019;	Orleans County, VT
050021;	Rutland County, VT
050023;	Washington County, VT
050025;	Windham County, VT
050027;	Windsor County, VT
051001;	Accomack County, VA
051003;	Albemarle County, VA
051005;	Alleghany County, VA
051007;	Amelia County, VA
051009;	Amherst County, VA
051011;	Appomattox County, VA
051013;	Arlington County, VA
051015;	Augusta County, VA
051017;	Bath County, VA
051019;	Bedford County, VA
051021;	Bland County, VA
051023;	Botetourt County, VA
051025;	Brunswick County, VA
051027;	Buchanan County, VA
051029;	Buckingham County, VA
051031;	Campbell County, VA
051033;	Caroline County, VA
051035;	Carroll County, VA
051036;	Charles City County, VA
051037;	Charlotte County, VA
051041;	Chesterfield County, VA
051043;	Clarke County, VA
051045;	Craig County, VA
051047;	Culpeper County, VA
051049;	Cumberland County, VA
051051;	Dickenson County, VA
051053;	Dinwiddie County, VA
051057;	Essex County, VA
051059;	Fairfax County, VA
051061;	Fauquier County, VA
051063;	Floyd County, VA
051065;	Fluvanna County, VA
051067;	Franklin County, VA
051069;	Frederick County, VA
051071;	Giles County, VA
051073;	Gloucester County, VA
051075;	Goochland County, VA
051077;	Grayson County, VA
051079;	Greene County, VA
051081;	Greensville County, VA
051083;	Halifax County, VA
051085;	Hanover County, VA
051087;	Henrico County, VA
051089;	Henry County, VA
051091;	Highland County, VA
051093;	Isle of Wight County, VA
051095;	James City County, VA
051097;	King and Queen County, VA
051099;	King George County, VA
051101;	King William County, VA
051103;	Lancaster County, VA
051105;	Lee County, VA
051107;	Loudoun County, VA
051109;	Louisa County, VA
051111;	Lunenburg County, VA
051113;	Madison County, VA
051115;	Mathews County, VA
051117;	Mecklenburg County, VA
051119;	Middlesex County, VA
051121;	Montgomery County, VA
051125;	Nelson County, VA
051127;	New Kent County, VA
051131;	Northampton County, VA
051133;	Northumberland County, VA
051135;	Nottoway County, VA
051137;	Orange County, VA
051139;	Page County, VA
051141;	Patrick County, VA
051143;	Pittsylvania County, VA
051145;	Powhatan County, VA
051147;	Prince Edward County, VA
051149;	Prince George County, VA
051153;	Prince William County, VA
051155;	Pulaski County, VA
051157;	Rappahannock County, VA
051159;	Richmond County, VA
051161;	Roanoke County, VA
051163;	Rockbridge County, VA
051165;	Rockingham County, VA
051167;	Russell County, VA
051169;	Scott County, VA
051171;	Shenandoah County, VA
051173;	Smyth County, VA
051175;	Southampton County, VA
051177;	Spotsylvania County, VA
051179;	Stafford County, VA
051181;	Surry County, VA
051183;	Sussex County, VA
051185;	Tazewell County, VA
051187;	Warren County, VA
051191;	Washington County, VA
051193;	Westmoreland County, VA
051195;	Wise County, VA
051197;	Wythe County, VA
051199;	York County, VA
051510;	Alexandria city, VA
051515;	Bedford city, VA
051520;	Bristol city, VA
051530;	Buena Vista city, VA
051540;	Charlottesville city, VA
051550;	Chesapeake city, VA
051570;	Colonial Heights city, VA
051580;	Covington city, VA
051590;	Danville city, VA
051595;	Emporia city, VA
051600;	Fairfax city, VA
051610;	Falls Church city, VA
051620;	Franklin city, VA
051630;	Fredericksburg city, VA
051640;	Galax city, VA
051650;	Hampton city, VA
051660;	Harrisonburg city, VA
051670;	Hopewell city, VA
051678;	Lexington city, VA
051680;	Lynchburg city, VA
051683;	Manassas city, VA
051685;	Manassas Park city, VA
051690;	Martinsville city, VA
051700;	Newport News city, VA
051710;	Norfolk city, VA
051720;	Norton city, VA
051730;	Petersburg city, VA
051735;	Poquoson city, VA
051740;	Portsmouth city, VA
051750;	Radford city, VA
051760;	Richmond city, VA
051770;	Roanoke city, VA
051775;	Salem city, VA
051790;	Staunton city, VA
051800;	Suffolk city, VA
051810;	Virginia Beach city, VA
051820;	Waynesboro city, VA
051830;	Williamsburg city, VA
051840;	Winchester city, VA
053001;	Adams County, WA
053003;	Asotin County, WA
053005;	Benton County, WA
053007;	Chelan County, WA
053009;	Clallam County, WA
053011;	Clark County, WA
053013;	Columbia County, WA
053015;	Cowlitz County, WA
053017;	Douglas County, WA
053019;	Ferry County, WA
053021;	Franklin County, WA
053023;	Garfield County, WA
053025;	Grant County, WA
053027;	Grays Harbor County, WA
053029;	Island County, WA
053031;	Jefferson County, WA
053033;	King County, WA
053035;	Kitsap County, WA
053037;	Kittitas County, WA
053039;	Klickitat County, WA
053041;	Lewis County, WA
053043;	Lincoln County, WA
053045;	Mason County, WA
053047;	Okanogan County, WA
053049;	Pacific County, WA
053051;	Pend Oreille County, WA
053053;	Pierce County, WA
053055;	San Juan County, WA
053057;	Skagit County, WA
053059;	Skamania County, WA
053061;	Snohomish County, WA
053063;	Spokane County, WA
053065;	Stevens County, WA
053067;	Thurston County, WA
053069;	Wahkiakum County, WA
053071;	Walla Walla County, WA
053073;	Whatcom County, WA
053075;	Whitman County, WA
053077;	Yakima County, WA
054001;	Barbour County, WV
054003;	Berkeley County, WV
054005;	Boone County, WV
054007;	Braxton County, WV
054009;	Brooke County, WV
054011;	Cabell County, WV
054013;	Calhoun County, WV
054015;	Clay County, WV
054017;	Doddridge County, WV
054019;	Fayette County, WV
054021;	Gilmer County, WV
054023;	Grant County, WV
054025;	Greenbrier County, WV
054027;	Hampshire County, WV
054029;	Hancock County, WV
054031;	Hardy County, WV
054033;	Harrison County, WV
054035;	Jackson County, WV
054037;	Jefferson County, WV
054039;	Kanawha County, WV
054041;	Lewis County, WV
054043;	Lincoln County, WV
054045;	Logan County, WV
054047;	McDowell County, WV
054049;	Marion County, WV
054051;	Marshall County, WV
054053;	Mason County, WV
054055;	Mercer County, WV
054057;	Mineral County, WV
054059;	Mingo County, WV
054061;	Monongalia County, WV
054063;	Monroe County, WV
054065;	Morgan County, WV
054067;	Nicholas County, WV
054069;	Ohio County, WV
054071;	Pendleton County, WV
054073;	Pleasants County, WV
054075;	Pocahontas County, WV
054077;	Preston County, WV
054079;	Putnam County, WV
054081;	Raleigh County, WV
054083;	Randolph County, WV
054085;	Ritchie County, WV
054087;	Roane County, WV
054089;	Summers County, WV
054091;	Taylor County, WV
054093;	Tucker County, WV
054095;	Tyler County, WV
054097;	Upshur County, WV
054099;	Wayne County, WV
054101;	Webster County, WV
054103;	Wetzel County, WV
054105;	Wirt County, WV
054107;	Wood County, WV
054109;	Wyoming County, WV
055001;	Adams County, WI
055003;	Ashland County, WI
055005;	Barron County, WI
055007;	Bayfield County, WI
055009;	Brown County, WI
055011;	Buffalo County, WI
055013;	Burnett County, WI
055015;	Calumet County, WI
055017;	Chippewa County, WI
055019;	Clark County, WI
055021;	Columbia County, WI
055023;	Crawford County, WI
055025;	Dane County, WI
055027;	Dodge County, WI
055029;	Door County, WI
055031;	Douglas County, WI
055033;	Dunn County, WI
055035;	Eau Claire County, WI
055037;	Florence County, WI
055039;	Fond du Lac County, WI
055041;	Forest County, WI
055043;	Grant County, WI
055045;	Green County, WI
055047;	Green Lake County, WI
055049;	Iowa County, WI
055051;	Iron County, WI
055053;	Jackson County, WI
055055;	Jefferson County, WI
055057;	Juneau County, WI
055059;	Kenosha County, WI
055061;	Kewaunee County, WI
055063;	La Crosse County, WI
055065;	Lafayette County, WI
055067;	Langlade County, WI
055069;	Lincoln County, WI
055071;	Manitowoc County, WI
055073;	Marathon County, WI
055075;	Marinette County, WI
055077;	Marquette County, WI
055078;	Menominee County, WI
055079;	Milwaukee County, WI
055081;	Monroe County, WI
055083;	Oconto County, WI
055085;	Oneida County, WI
055087;	Outagamie County, WI
055089;	Ozaukee County, WI
055091;	Pepin County, WI
055093;	Pierce County, WI
055095;	Polk County, WI
055097;	Portage County, WI
055099;	Price County, WI
055101;	Racine County, WI
055103;	Richland County, WI
055105;	Rock County, WI
055107;	Rusk County, WI
055109;	St. Croix County, WI
055111;	Sauk County, WI
055113;	Sawyer County, WI
055115;	Shawano County, WI
055117;	Sheboygan County, WI
055119;	Taylor County, WI
055121;	Trempealeau County, WI
055123;	Vernon County, WI
055125;	Vilas County, WI
055127;	Walworth County, WI
055129;	Washburn County, WI
055131;	Washington County, WI
055133;	Waukesha County, WI
055135;	Waupaca County, WI
055137;	Waushara County, WI
055139;	Winnebago County, WI
055141;	Wood County, WI
056001;	Albany County, WY
056003;	Big Horn County, WY
056005;	Campbell County, WY
056007;	Carbon County, WY
056009;	Converse County, WY
056011;	Crook County, WY
056013;	Fremont County, WY
056015;	Goshen County, WY
056017;	Hot Springs County, WY
056019;	Johnson County, WY
056021;	Laramie County, WY
056023;	Lincoln County, WY
056025;	Natrona County, WY
056027;	Niobrara County, WY
056029;	Park County, WY
056031;	Platte County, WY
056033;	Sheridan County, WY
056035;	Sublette County, WY
056037;	Sweetwater County, WY
056039;	Teton County, WY
056041;	Uinta County, WY
056043;	Washakie County, WY
056045;	Weston County, WY
